time 0ms: Simulator started (Contiguous -- Next-Fit)
time 913ms: Process G arrived (requires 13 frames)
time 913ms: Process F arrived (requires 24 frames)
time 913ms: Process J arrived (requires 46 frames)
time 914ms: Process G arrived (requires 13 frames)
time 914ms: Process F arrived (requires 24 frames)
time 914ms: Process J arrived (requires 46 frames)
time 915ms: Process G arrived (requires 13 frames)
time 915ms: Process F arrived (requires 24 frames)
time 915ms: Process J arrived (requires 46 frames)
time 916ms: Process G arrived (requires 13 frames)
time 916ms: Process F arrived (requires 24 frames)
time 916ms: Process J arrived (requires 46 frames)
time 917ms: Process G arrived (requires 13 frames)
time 917ms: Process F arrived (requires 24 frames)
time 917ms: Process J arrived (requires 46 frames)
time 918ms: Process G arrived (requires 13 frames)
time 918ms: Process F arrived (requires 24 frames)
time 918ms: Process J arrived (requires 46 frames)
time 919ms: Process G arrived (requires 13 frames)
time 919ms: Process F arrived (requires 24 frames)
time 919ms: Process J arrived (requires 46 frames)
time 920ms: Process G arrived (requires 13 frames)
time 920ms: Process F arrived (requires 24 frames)
time 920ms: Process J arrived (requires 46 frames)
time 921ms: Process G arrived (requires 13 frames)
time 921ms: Process F arrived (requires 24 frames)
time 921ms: Process J arrived (requires 46 frames)
time 922ms: Process G arrived (requires 13 frames)
time 922ms: Process F arrived (requires 24 frames)
time 922ms: Process J arrived (requires 46 frames)
time 923ms: Process G arrived (requires 13 frames)
time 923ms: Process F arrived (requires 24 frames)
time 923ms: Process J arrived (requires 46 frames)
time 924ms: Process G arrived (requires 13 frames)
time 924ms: Process F arrived (requires 24 frames)
time 924ms: Process J arrived (requires 46 frames)
time 925ms: Process G arrived (requires 13 frames)
time 925ms: Process F arrived (requires 24 frames)
time 925ms: Process J arrived (requires 46 frames)
time 926ms: Process G arrived (requires 13 frames)
time 926ms: Process F arrived (requires 24 frames)
time 926ms: Process J arrived (requires 46 frames)
time 927ms: Process G arrived (requires 13 frames)
time 927ms: Process F arrived (requires 24 frames)
time 927ms: Process J arrived (requires 46 frames)
time 928ms: Process G arrived (requires 13 frames)
time 928ms: Process F arrived (requires 24 frames)
time 928ms: Process J arrived (requires 46 frames)
time 929ms: Process G arrived (requires 13 frames)
time 929ms: Process F arrived (requires 24 frames)
time 929ms: Process J arrived (requires 46 frames)
time 930ms: Process G arrived (requires 13 frames)
time 930ms: Process F arrived (requires 24 frames)
time 930ms: Process J arrived (requires 46 frames)
time 931ms: Process G arrived (requires 13 frames)
time 931ms: Process F arrived (requires 24 frames)
time 931ms: Process J arrived (requires 46 frames)
time 932ms: Process G arrived (requires 13 frames)
time 932ms: Process F arrived (requires 24 frames)
time 932ms: Process J arrived (requires 46 frames)
time 933ms: Process G arrived (requires 13 frames)
time 933ms: Process F arrived (requires 24 frames)
time 933ms: Process J arrived (requires 46 frames)
time 934ms: Process G arrived (requires 13 frames)
time 934ms: Process F arrived (requires 24 frames)
time 934ms: Process J arrived (requires 46 frames)
time 935ms: Process G arrived (requires 13 frames)
time 935ms: Process F arrived (requires 24 frames)
time 935ms: Process J arrived (requires 46 frames)
time 936ms: Process G arrived (requires 13 frames)
time 936ms: Process F arrived (requires 24 frames)
time 936ms: Process J arrived (requires 46 frames)
time 937ms: Process G arrived (requires 13 frames)
time 937ms: Process F arrived (requires 24 frames)
time 937ms: Process J arrived (requires 46 frames)
time 938ms: Process G arrived (requires 13 frames)
time 938ms: Process F arrived (requires 24 frames)
time 938ms: Process J arrived (requires 46 frames)
time 939ms: Process G arrived (requires 13 frames)
time 939ms: Process F arrived (requires 24 frames)
time 939ms: Process J arrived (requires 46 frames)
time 940ms: Process G arrived (requires 13 frames)
time 940ms: Process F arrived (requires 24 frames)
time 940ms: Process J arrived (requires 46 frames)
time 941ms: Process G arrived (requires 13 frames)
time 941ms: Process F arrived (requires 24 frames)
time 941ms: Process J arrived (requires 46 frames)
time 942ms: Process G arrived (requires 13 frames)
time 942ms: Process F arrived (requires 24 frames)
time 942ms: Process J arrived (requires 46 frames)
time 943ms: Process G arrived (requires 13 frames)
time 943ms: Process F arrived (requires 24 frames)
time 943ms: Process J arrived (requires 46 frames)
time 944ms: Process G arrived (requires 13 frames)
time 944ms: Process F arrived (requires 24 frames)
time 944ms: Process J arrived (requires 46 frames)
time 945ms: Process G arrived (requires 13 frames)
time 945ms: Process F arrived (requires 24 frames)
time 945ms: Process J arrived (requires 46 frames)
time 946ms: Process G arrived (requires 13 frames)
time 946ms: Process F arrived (requires 24 frames)
time 946ms: Process J arrived (requires 46 frames)
time 947ms: Process G arrived (requires 13 frames)
time 947ms: Process F arrived (requires 24 frames)
time 947ms: Process J arrived (requires 46 frames)
time 948ms: Process G arrived (requires 13 frames)
time 948ms: Process F arrived (requires 24 frames)
time 948ms: Process J arrived (requires 46 frames)
time 949ms: Process G arrived (requires 13 frames)
time 949ms: Process F arrived (requires 24 frames)
time 949ms: Process J arrived (requires 46 frames)
time 950ms: Process C removed:
time 950ms: Process G arrived (requires 13 frames)
time 950ms: Process F arrived (requires 24 frames)
time 950ms: Process J arrived (requires 46 frames)
time 951ms: Process G arrived (requires 13 frames)
time 951ms: Process F arrived (requires 24 frames)
time 951ms: Process J arrived (requires 46 frames)
time 952ms: Process G arrived (requires 13 frames)
time 952ms: Process F arrived (requires 24 frames)
time 952ms: Process J arrived (requires 46 frames)
time 953ms: Process G arrived (requires 13 frames)
time 953ms: Process F arrived (requires 24 frames)
time 953ms: Process J arrived (requires 46 frames)
time 954ms: Process G arrived (requires 13 frames)
time 954ms: Process F arrived (requires 24 frames)
time 954ms: Process J arrived (requires 46 frames)
time 955ms: Process G arrived (requires 13 frames)
time 955ms: Process F arrived (requires 24 frames)
time 955ms: Process J arrived (requires 46 frames)
time 956ms: Process G arrived (requires 13 frames)
time 956ms: Process F arrived (requires 24 frames)
time 956ms: Process J arrived (requires 46 frames)
time 957ms: Process G arrived (requires 13 frames)
time 957ms: Process F arrived (requires 24 frames)
time 957ms: Process J arrived (requires 46 frames)
time 958ms: Process G arrived (requires 13 frames)
time 958ms: Process F arrived (requires 24 frames)
time 958ms: Process J arrived (requires 46 frames)
time 959ms: Process G arrived (requires 13 frames)
time 959ms: Process F arrived (requires 24 frames)
time 959ms: Process J arrived (requires 46 frames)
time 960ms: Process G arrived (requires 13 frames)
time 960ms: Process F arrived (requires 24 frames)
time 960ms: Process J arrived (requires 46 frames)
time 961ms: Process G arrived (requires 13 frames)
time 961ms: Process F arrived (requires 24 frames)
time 961ms: Process J arrived (requires 46 frames)
time 962ms: Process G arrived (requires 13 frames)
time 962ms: Process F arrived (requires 24 frames)
time 962ms: Process J arrived (requires 46 frames)
time 963ms: Process G arrived (requires 13 frames)
time 963ms: Process F arrived (requires 24 frames)
time 963ms: Process J arrived (requires 46 frames)
time 964ms: Process G arrived (requires 13 frames)
time 964ms: Process F arrived (requires 24 frames)
time 964ms: Process J arrived (requires 46 frames)
time 965ms: Process G arrived (requires 13 frames)
time 965ms: Process F arrived (requires 24 frames)
time 965ms: Process J arrived (requires 46 frames)
time 966ms: Process G arrived (requires 13 frames)
time 966ms: Process F arrived (requires 24 frames)
time 966ms: Process J arrived (requires 46 frames)
time 967ms: Process G arrived (requires 13 frames)
time 967ms: Process F arrived (requires 24 frames)
time 967ms: Process J arrived (requires 46 frames)
time 968ms: Process G arrived (requires 13 frames)
time 968ms: Process F arrived (requires 24 frames)
time 968ms: Process J arrived (requires 46 frames)
time 969ms: Process G arrived (requires 13 frames)
time 969ms: Process F arrived (requires 24 frames)
time 969ms: Process J arrived (requires 46 frames)
time 970ms: Process G arrived (requires 13 frames)
time 970ms: Process F arrived (requires 24 frames)
time 970ms: Process J arrived (requires 46 frames)
time 971ms: Process G arrived (requires 13 frames)
time 971ms: Process F arrived (requires 24 frames)
time 971ms: Process J arrived (requires 46 frames)
time 972ms: Process G arrived (requires 13 frames)
time 972ms: Process F arrived (requires 24 frames)
time 972ms: Process J arrived (requires 46 frames)
time 973ms: Process G arrived (requires 13 frames)
time 973ms: Process F arrived (requires 24 frames)
time 973ms: Process J arrived (requires 46 frames)
time 974ms: Process G arrived (requires 13 frames)
time 974ms: Process F arrived (requires 24 frames)
time 974ms: Process J arrived (requires 46 frames)
time 975ms: Process F removed:
time 975ms: Process G arrived (requires 13 frames)
time 975ms: Process J arrived (requires 46 frames)
time 976ms: Process G arrived (requires 13 frames)
time 976ms: Process J arrived (requires 46 frames)
time 977ms: Process G arrived (requires 13 frames)
time 977ms: Process J arrived (requires 46 frames)
time 978ms: Process G arrived (requires 13 frames)
time 978ms: Process J arrived (requires 46 frames)
time 979ms: Process G arrived (requires 13 frames)
time 979ms: Process J arrived (requires 46 frames)
time 980ms: Process G arrived (requires 13 frames)
time 980ms: Process J arrived (requires 46 frames)
time 981ms: Process G arrived (requires 13 frames)
time 981ms: Process J arrived (requires 46 frames)
time 982ms: Process G arrived (requires 13 frames)
time 982ms: Process J arrived (requires 46 frames)
time 983ms: Process G arrived (requires 13 frames)
time 983ms: Process J arrived (requires 46 frames)
time 984ms: Process G arrived (requires 13 frames)
time 984ms: Process J arrived (requires 46 frames)
time 985ms: Process G arrived (requires 13 frames)
time 985ms: Process J arrived (requires 46 frames)
time 986ms: Process G arrived (requires 13 frames)
time 986ms: Process J arrived (requires 46 frames)
time 987ms: Process G arrived (requires 13 frames)
time 987ms: Process J arrived (requires 46 frames)
time 988ms: Process G arrived (requires 13 frames)
time 988ms: Process J arrived (requires 46 frames)
time 989ms: Process G arrived (requires 13 frames)
time 989ms: Process J arrived (requires 46 frames)
time 990ms: Process G arrived (requires 13 frames)
time 990ms: Process J arrived (requires 46 frames)
time 991ms: Process G arrived (requires 13 frames)
time 991ms: Process J arrived (requires 46 frames)
time 992ms: Process G arrived (requires 13 frames)
time 992ms: Process J arrived (requires 46 frames)
time 993ms: Process G arrived (requires 13 frames)
time 993ms: Process J arrived (requires 46 frames)
time 994ms: Process G arrived (requires 13 frames)
time 994ms: Process J arrived (requires 46 frames)
time 995ms: Process G arrived (requires 13 frames)
time 995ms: Process J arrived (requires 46 frames)
time 996ms: Process G arrived (requires 13 frames)
time 996ms: Process J arrived (requires 46 frames)
time 997ms: Process G arrived (requires 13 frames)
time 997ms: Process J arrived (requires 46 frames)
time 998ms: Process G arrived (requires 13 frames)
time 998ms: Process J arrived (requires 46 frames)
time 999ms: Process G arrived (requires 13 frames)
time 999ms: Process J arrived (requires 46 frames)
time 1000ms: Process G arrived (requires 13 frames)
time 1000ms: Process J arrived (requires 46 frames)
time 1001ms: Process G arrived (requires 13 frames)
time 1001ms: Process J arrived (requires 46 frames)
time 1002ms: Process G arrived (requires 13 frames)
time 1002ms: Process J arrived (requires 46 frames)
time 1003ms: Process G arrived (requires 13 frames)
time 1003ms: Process J arrived (requires 46 frames)
time 1004ms: Process G arrived (requires 13 frames)
time 1004ms: Process J arrived (requires 46 frames)
time 1005ms: Process G arrived (requires 13 frames)
time 1005ms: Process J arrived (requires 46 frames)
time 1006ms: Process G arrived (requires 13 frames)
time 1006ms: Process J arrived (requires 46 frames)
time 1007ms: Process G arrived (requires 13 frames)
time 1007ms: Process J arrived (requires 46 frames)
time 1008ms: Process G arrived (requires 13 frames)
time 1008ms: Process J arrived (requires 46 frames)
time 1009ms: Process G arrived (requires 13 frames)
time 1009ms: Process J arrived (requires 46 frames)
time 1010ms: Process G arrived (requires 13 frames)
time 1010ms: Process J arrived (requires 46 frames)
time 1011ms: Process G arrived (requires 13 frames)
time 1011ms: Process J arrived (requires 46 frames)
time 1012ms: Process G arrived (requires 13 frames)
time 1012ms: Process J arrived (requires 46 frames)
time 1013ms: Process G arrived (requires 13 frames)
time 1013ms: Process J arrived (requires 46 frames)
time 1014ms: Process G arrived (requires 13 frames)
time 1014ms: Process J arrived (requires 46 frames)
time 1015ms: Process G arrived (requires 13 frames)
time 1015ms: Process J arrived (requires 46 frames)
time 1016ms: Process G arrived (requires 13 frames)
time 1016ms: Process J arrived (requires 46 frames)
time 1017ms: Process G arrived (requires 13 frames)
time 1017ms: Process J arrived (requires 46 frames)
time 1018ms: Process G arrived (requires 13 frames)
time 1018ms: Process J arrived (requires 46 frames)
time 1019ms: Process G arrived (requires 13 frames)
time 1019ms: Process J arrived (requires 46 frames)
time 1020ms: Process G arrived (requires 13 frames)
time 1020ms: Process J arrived (requires 46 frames)
time 1021ms: Process G arrived (requires 13 frames)
time 1021ms: Process J arrived (requires 46 frames)
time 1022ms: Process G arrived (requires 13 frames)
time 1022ms: Process J arrived (requires 46 frames)
time 1023ms: Process G arrived (requires 13 frames)
time 1023ms: Process J arrived (requires 46 frames)
time 1024ms: Process G arrived (requires 13 frames)
time 1024ms: Process J arrived (requires 46 frames)
time 1025ms: Process G arrived (requires 13 frames)
time 1025ms: Process J arrived (requires 46 frames)
time 1026ms: Process G arrived (requires 13 frames)
time 1026ms: Process J arrived (requires 46 frames)
time 1027ms: Process G arrived (requires 13 frames)
time 1027ms: Process J arrived (requires 46 frames)
time 1028ms: Process G arrived (requires 13 frames)
time 1028ms: Process J arrived (requires 46 frames)
time 1029ms: Process G arrived (requires 13 frames)
time 1029ms: Process J arrived (requires 46 frames)
time 1030ms: Process G arrived (requires 13 frames)
time 1030ms: Process J arrived (requires 46 frames)
time 1031ms: Process G arrived (requires 13 frames)
time 1031ms: Process J arrived (requires 46 frames)
time 1032ms: Process G arrived (requires 13 frames)
time 1032ms: Process J arrived (requires 46 frames)
time 1033ms: Process G arrived (requires 13 frames)
time 1033ms: Process J arrived (requires 46 frames)
time 1034ms: Process G arrived (requires 13 frames)
time 1034ms: Process J arrived (requires 46 frames)
time 1035ms: Process G arrived (requires 13 frames)
time 1035ms: Process J arrived (requires 46 frames)
time 1036ms: Process G arrived (requires 13 frames)
time 1036ms: Process J arrived (requires 46 frames)
time 1037ms: Process G arrived (requires 13 frames)
time 1037ms: Process J arrived (requires 46 frames)
time 1038ms: Process G arrived (requires 13 frames)
time 1038ms: Process J arrived (requires 46 frames)
time 1039ms: Process G arrived (requires 13 frames)
time 1039ms: Process J arrived (requires 46 frames)
time 1040ms: Process G arrived (requires 13 frames)
time 1040ms: Process J arrived (requires 46 frames)
time 1041ms: Process G arrived (requires 13 frames)
time 1041ms: Process J arrived (requires 46 frames)
time 1042ms: Process G arrived (requires 13 frames)
time 1042ms: Process J arrived (requires 46 frames)
time 1043ms: Process G arrived (requires 13 frames)
time 1043ms: Process J arrived (requires 46 frames)
time 1044ms: Process G arrived (requires 13 frames)
time 1044ms: Process J arrived (requires 46 frames)
time 1045ms: Process G arrived (requires 13 frames)
time 1045ms: Process J arrived (requires 46 frames)
time 1046ms: Process G arrived (requires 13 frames)
time 1046ms: Process J arrived (requires 46 frames)
time 1047ms: Process G arrived (requires 13 frames)
time 1047ms: Process J arrived (requires 46 frames)
time 1048ms: Process G arrived (requires 13 frames)
time 1048ms: Process J arrived (requires 46 frames)
time 1049ms: Process G arrived (requires 13 frames)
time 1049ms: Process J arrived (requires 46 frames)
time 1050ms: Process G arrived (requires 13 frames)
time 1050ms: Process J arrived (requires 46 frames)
time 1051ms: Process G arrived (requires 13 frames)
time 1051ms: Process J arrived (requires 46 frames)
time 1052ms: Process G arrived (requires 13 frames)
time 1052ms: Process J arrived (requires 46 frames)
time 1053ms: Process G arrived (requires 13 frames)
time 1053ms: Process J arrived (requires 46 frames)
time 1054ms: Process G arrived (requires 13 frames)
time 1054ms: Process J arrived (requires 46 frames)
time 1055ms: Process G arrived (requires 13 frames)
time 1055ms: Process J arrived (requires 46 frames)
time 1056ms: Process G arrived (requires 13 frames)
time 1056ms: Process J arrived (requires 46 frames)
time 1057ms: Process G arrived (requires 13 frames)
time 1057ms: Process J arrived (requires 46 frames)
time 1058ms: Process G arrived (requires 13 frames)
time 1058ms: Process J arrived (requires 46 frames)
time 1059ms: Process G arrived (requires 13 frames)
time 1059ms: Process J arrived (requires 46 frames)
time 1060ms: Process G arrived (requires 13 frames)
time 1060ms: Process J arrived (requires 46 frames)
time 1061ms: Process G arrived (requires 13 frames)
time 1061ms: Process J arrived (requires 46 frames)
time 1062ms: Process G arrived (requires 13 frames)
time 1062ms: Process J arrived (requires 46 frames)
time 1063ms: Process G arrived (requires 13 frames)
time 1063ms: Process J arrived (requires 46 frames)
time 1064ms: Process G arrived (requires 13 frames)
time 1064ms: Process J arrived (requires 46 frames)
time 1065ms: Process G arrived (requires 13 frames)
time 1065ms: Process J arrived (requires 46 frames)
time 1066ms: Process G arrived (requires 13 frames)
time 1066ms: Process J arrived (requires 46 frames)
time 1067ms: Process G arrived (requires 13 frames)
time 1067ms: Process J arrived (requires 46 frames)
time 1068ms: Process G arrived (requires 13 frames)
time 1068ms: Process J arrived (requires 46 frames)
time 1069ms: Process G arrived (requires 13 frames)
time 1069ms: Process J arrived (requires 46 frames)
time 1070ms: Process G arrived (requires 13 frames)
time 1070ms: Process J arrived (requires 46 frames)
time 1071ms: Process G arrived (requires 13 frames)
time 1071ms: Process J arrived (requires 46 frames)
time 1072ms: Process G arrived (requires 13 frames)
time 1072ms: Process J arrived (requires 46 frames)
time 1073ms: Process G arrived (requires 13 frames)
time 1073ms: Process J arrived (requires 46 frames)
time 1074ms: Process G arrived (requires 13 frames)
time 1074ms: Process J arrived (requires 46 frames)
time 1075ms: Process G arrived (requires 13 frames)
time 1075ms: Process J arrived (requires 46 frames)
time 1076ms: Process G arrived (requires 13 frames)
time 1076ms: Process J arrived (requires 46 frames)
time 1077ms: Process G arrived (requires 13 frames)
time 1077ms: Process J arrived (requires 46 frames)
time 1078ms: Process G arrived (requires 13 frames)
time 1078ms: Process J arrived (requires 46 frames)
time 1079ms: Process G arrived (requires 13 frames)
time 1079ms: Process J arrived (requires 46 frames)
time 1080ms: Process G arrived (requires 13 frames)
time 1080ms: Process J arrived (requires 46 frames)
time 1081ms: Process G arrived (requires 13 frames)
time 1081ms: Process J arrived (requires 46 frames)
time 1082ms: Process G arrived (requires 13 frames)
time 1082ms: Process J arrived (requires 46 frames)
time 1083ms: Process G arrived (requires 13 frames)
time 1083ms: Process J arrived (requires 46 frames)
time 1084ms: Process G arrived (requires 13 frames)
time 1084ms: Process J arrived (requires 46 frames)
time 1085ms: Process G arrived (requires 13 frames)
time 1085ms: Process J arrived (requires 46 frames)
time 1086ms: Process G arrived (requires 13 frames)
time 1086ms: Process J arrived (requires 46 frames)
time 1087ms: Process G arrived (requires 13 frames)
time 1087ms: Process J arrived (requires 46 frames)
time 1088ms: Process G arrived (requires 13 frames)
time 1088ms: Process J arrived (requires 46 frames)
time 1089ms: Process G arrived (requires 13 frames)
time 1089ms: Process J arrived (requires 46 frames)
time 1090ms: Process G arrived (requires 13 frames)
time 1090ms: Process J arrived (requires 46 frames)
time 1091ms: Process G arrived (requires 13 frames)
time 1091ms: Process J arrived (requires 46 frames)
time 1092ms: Process G arrived (requires 13 frames)
time 1092ms: Process J arrived (requires 46 frames)
time 1093ms: Process G arrived (requires 13 frames)
time 1093ms: Process J arrived (requires 46 frames)
time 1094ms: Process G arrived (requires 13 frames)
time 1094ms: Process J arrived (requires 46 frames)
time 1095ms: Process G arrived (requires 13 frames)
time 1095ms: Process J arrived (requires 46 frames)
time 1096ms: Process G arrived (requires 13 frames)
time 1096ms: Process J arrived (requires 46 frames)
time 1097ms: Process G arrived (requires 13 frames)
time 1097ms: Process J arrived (requires 46 frames)
time 1098ms: Process G arrived (requires 13 frames)
time 1098ms: Process J arrived (requires 46 frames)
time 1099ms: Process G arrived (requires 13 frames)
time 1099ms: Process J arrived (requires 46 frames)
time 1100ms: Process G arrived (requires 13 frames)
time 1100ms: Process J arrived (requires 46 frames)
time 1100ms: Process C arrived (requires 58 frames)
time 1101ms: Process G arrived (requires 13 frames)
time 1101ms: Process J arrived (requires 46 frames)
time 1101ms: Process C arrived (requires 58 frames)
time 1102ms: Process G arrived (requires 13 frames)
time 1102ms: Process J arrived (requires 46 frames)
time 1102ms: Process C arrived (requires 58 frames)
time 1103ms: Process G arrived (requires 13 frames)
time 1103ms: Process J arrived (requires 46 frames)
time 1103ms: Process C arrived (requires 58 frames)
time 1104ms: Process G arrived (requires 13 frames)
time 1104ms: Process J arrived (requires 46 frames)
time 1104ms: Process C arrived (requires 58 frames)
time 1105ms: Process G arrived (requires 13 frames)
time 1105ms: Process J arrived (requires 46 frames)
time 1105ms: Process C arrived (requires 58 frames)
time 1106ms: Process G arrived (requires 13 frames)
time 1106ms: Process J arrived (requires 46 frames)
time 1106ms: Process C arrived (requires 58 frames)
time 1107ms: Process G arrived (requires 13 frames)
time 1107ms: Process J arrived (requires 46 frames)
time 1107ms: Process C arrived (requires 58 frames)
time 1108ms: Process G arrived (requires 13 frames)
time 1108ms: Process J arrived (requires 46 frames)
time 1108ms: Process C arrived (requires 58 frames)
time 1109ms: Process G arrived (requires 13 frames)
time 1109ms: Process J arrived (requires 46 frames)
time 1109ms: Process C arrived (requires 58 frames)
time 1110ms: Process G arrived (requires 13 frames)
time 1110ms: Process J arrived (requires 46 frames)
time 1110ms: Process C arrived (requires 58 frames)
time 1111ms: Process G arrived (requires 13 frames)
time 1111ms: Process J arrived (requires 46 frames)
time 1111ms: Process C arrived (requires 58 frames)
time 1112ms: Process G arrived (requires 13 frames)
time 1112ms: Process J arrived (requires 46 frames)
time 1112ms: Process C arrived (requires 58 frames)
time 1113ms: Process G arrived (requires 13 frames)
time 1113ms: Process J arrived (requires 46 frames)
time 1113ms: Process C arrived (requires 58 frames)
time 1114ms: Process G arrived (requires 13 frames)
time 1114ms: Process J arrived (requires 46 frames)
time 1114ms: Process C arrived (requires 58 frames)
time 1115ms: Process G arrived (requires 13 frames)
time 1115ms: Process J arrived (requires 46 frames)
time 1115ms: Process C arrived (requires 58 frames)
time 1116ms: Process G arrived (requires 13 frames)
time 1116ms: Process J arrived (requires 46 frames)
time 1116ms: Process C arrived (requires 58 frames)
time 1117ms: Process G arrived (requires 13 frames)
time 1117ms: Process J arrived (requires 46 frames)
time 1117ms: Process C arrived (requires 58 frames)
time 1118ms: Process G arrived (requires 13 frames)
time 1118ms: Process J arrived (requires 46 frames)
time 1118ms: Process C arrived (requires 58 frames)
time 1119ms: Process G arrived (requires 13 frames)
time 1119ms: Process J arrived (requires 46 frames)
time 1119ms: Process C arrived (requires 58 frames)
time 1120ms: Process G arrived (requires 13 frames)
time 1120ms: Process J arrived (requires 46 frames)
time 1120ms: Process C arrived (requires 58 frames)
time 1121ms: Process G arrived (requires 13 frames)
time 1121ms: Process J arrived (requires 46 frames)
time 1121ms: Process C arrived (requires 58 frames)
time 1122ms: Process G arrived (requires 13 frames)
time 1122ms: Process J arrived (requires 46 frames)
time 1122ms: Process C arrived (requires 58 frames)
time 1123ms: Process G arrived (requires 13 frames)
time 1123ms: Process J arrived (requires 46 frames)
time 1123ms: Process C arrived (requires 58 frames)
time 1124ms: Process G arrived (requires 13 frames)
time 1124ms: Process J arrived (requires 46 frames)
time 1124ms: Process C arrived (requires 58 frames)
time 1125ms: Process G arrived (requires 13 frames)
time 1125ms: Process J arrived (requires 46 frames)
time 1125ms: Process C arrived (requires 58 frames)
time 1126ms: Process G arrived (requires 13 frames)
time 1126ms: Process J arrived (requires 46 frames)
time 1126ms: Process C arrived (requires 58 frames)
time 1127ms: Process G arrived (requires 13 frames)
time 1127ms: Process J arrived (requires 46 frames)
time 1127ms: Process C arrived (requires 58 frames)
time 1128ms: Process G arrived (requires 13 frames)
time 1128ms: Process J arrived (requires 46 frames)
time 1128ms: Process C arrived (requires 58 frames)
time 1129ms: Process G arrived (requires 13 frames)
time 1129ms: Process J arrived (requires 46 frames)
time 1129ms: Process C arrived (requires 58 frames)
time 1130ms: Process G arrived (requires 13 frames)
time 1130ms: Process J arrived (requires 46 frames)
time 1130ms: Process C arrived (requires 58 frames)
time 1131ms: Process G arrived (requires 13 frames)
time 1131ms: Process J arrived (requires 46 frames)
time 1131ms: Process C arrived (requires 58 frames)
time 1132ms: Process G arrived (requires 13 frames)
time 1132ms: Process J arrived (requires 46 frames)
time 1132ms: Process C arrived (requires 58 frames)
time 1133ms: Process G arrived (requires 13 frames)
time 1133ms: Process J arrived (requires 46 frames)
time 1133ms: Process C arrived (requires 58 frames)
time 1134ms: Process G arrived (requires 13 frames)
time 1134ms: Process J arrived (requires 46 frames)
time 1134ms: Process C arrived (requires 58 frames)
time 1135ms: Process G arrived (requires 13 frames)
time 1135ms: Process J arrived (requires 46 frames)
time 1135ms: Process C arrived (requires 58 frames)
time 1136ms: Process G arrived (requires 13 frames)
time 1136ms: Process J arrived (requires 46 frames)
time 1136ms: Process C arrived (requires 58 frames)
time 1137ms: Process G arrived (requires 13 frames)
time 1137ms: Process J arrived (requires 46 frames)
time 1137ms: Process C arrived (requires 58 frames)
time 1138ms: Process G arrived (requires 13 frames)
time 1138ms: Process J arrived (requires 46 frames)
time 1138ms: Process C arrived (requires 58 frames)
time 1139ms: Process G arrived (requires 13 frames)
time 1139ms: Process J arrived (requires 46 frames)
time 1139ms: Process C arrived (requires 58 frames)
time 1140ms: Process G arrived (requires 13 frames)
time 1140ms: Process J arrived (requires 46 frames)
time 1140ms: Process C arrived (requires 58 frames)
time 1141ms: Process G arrived (requires 13 frames)
time 1141ms: Process J arrived (requires 46 frames)
time 1141ms: Process C arrived (requires 58 frames)
time 1142ms: Process G arrived (requires 13 frames)
time 1142ms: Process J arrived (requires 46 frames)
time 1142ms: Process C arrived (requires 58 frames)
time 1143ms: Process G arrived (requires 13 frames)
time 1143ms: Process J arrived (requires 46 frames)
time 1143ms: Process C arrived (requires 58 frames)
time 1144ms: Process G arrived (requires 13 frames)
time 1144ms: Process J arrived (requires 46 frames)
time 1144ms: Process C arrived (requires 58 frames)
time 1145ms: Process G arrived (requires 13 frames)
time 1145ms: Process J arrived (requires 46 frames)
time 1145ms: Process C arrived (requires 58 frames)
time 1146ms: Process G arrived (requires 13 frames)
time 1146ms: Process J arrived (requires 46 frames)
time 1146ms: Process C arrived (requires 58 frames)
time 1147ms: Process G arrived (requires 13 frames)
time 1147ms: Process J arrived (requires 46 frames)
time 1147ms: Process C arrived (requires 58 frames)
time 1148ms: Process G arrived (requires 13 frames)
time 1148ms: Process J arrived (requires 46 frames)
time 1148ms: Process C arrived (requires 58 frames)
time 1149ms: Process G arrived (requires 13 frames)
time 1149ms: Process J arrived (requires 46 frames)
time 1149ms: Process C arrived (requires 58 frames)
time 1150ms: Process G arrived (requires 13 frames)
time 1150ms: Process J arrived (requires 46 frames)
time 1150ms: Process C arrived (requires 58 frames)
time 1151ms: Process G arrived (requires 13 frames)
time 1151ms: Process J arrived (requires 46 frames)
time 1151ms: Process C arrived (requires 58 frames)
time 1152ms: Process G arrived (requires 13 frames)
time 1152ms: Process J arrived (requires 46 frames)
time 1152ms: Process C arrived (requires 58 frames)
time 1153ms: Process G arrived (requires 13 frames)
time 1153ms: Process J arrived (requires 46 frames)
time 1153ms: Process C arrived (requires 58 frames)
time 1154ms: Process G arrived (requires 13 frames)
time 1154ms: Process J arrived (requires 46 frames)
time 1154ms: Process C arrived (requires 58 frames)
time 1155ms: Process G arrived (requires 13 frames)
time 1155ms: Process J arrived (requires 46 frames)
time 1155ms: Process C arrived (requires 58 frames)
time 1156ms: Process G arrived (requires 13 frames)
time 1156ms: Process J arrived (requires 46 frames)
time 1156ms: Process C arrived (requires 58 frames)
time 1157ms: Process G arrived (requires 13 frames)
time 1157ms: Process J arrived (requires 46 frames)
time 1157ms: Process C arrived (requires 58 frames)
time 1158ms: Process G arrived (requires 13 frames)
time 1158ms: Process J arrived (requires 46 frames)
time 1158ms: Process C arrived (requires 58 frames)
time 1159ms: Process G arrived (requires 13 frames)
time 1159ms: Process J arrived (requires 46 frames)
time 1159ms: Process C arrived (requires 58 frames)
